image_id,difficulty,TP,FP,FN,FN_Details
Image__2023-02-23__14-17-37_label0_cls0,16,0,15,1,{'dirt': 1}
Image__2023-03-13__13-12-05_label2_cls0,16,0,13,3,{'dirt': 3}
Image__2023-12-11__12-38-47_label3_cls0,16,0,16,0,{}
Image__2023-03-13__12-58-07_label3_cls0,16,0,11,5,{'dirt': 5}
Image__2023-03-16__13-47-36_label0_cls0,16,0,15,1,{'dirt': 1}
Image__2023-03-10__13-42-49_label9_cls0,16,0,5,11,{'dirt': 11}
Image__2024-04-11__12-16-54_label0_cls0,16,0,16,0,{}
Image__2023-03-10__13-44-55_label1_cls0,16,0,14,2,{'dirt': 2}
Image__2024-04-03__13-28-27_label0_cls0,16,0,16,0,{}
Image__2023-01-30__15-35-24_label0_cls0,16,0,14,2,{'dirt': 2}
Image__2023-02-27__14-01-09_label1_cls0,16,0,15,1,{'dirt': 1}
Image__2024-01-27__12-33-30_label0_cls0,16,0,16,0,{}
Image__2023-03-09__12-58-49_label0_cls0,16,0,16,0,{}
Image__2023-03-10__13-56-38_label0_cls0,16,0,14,2,{'dirt': 2}
Image__2023-12-26__13-01-30_label2_cls0,16,0,16,0,{}
Image__2023-03-09__14-56-55_label0_cls0,16,0,15,1,{'dirt': 1}
Image__2024-05-23__12-19-25_label0_cls0,16,0,16,0,{}
Image__2024-05-21__12-20-32_label0_cls0,16,0,16,0,{}
Image__2023-02-22__13-49-17_label2_cls0,16,0,15,1,{'dirt': 1}
Image__2023-03-06__13-27-00_label1_cls0,15,0,15,0,{}
Image__2023-03-10__13-42-49_label4_cls0,15,0,4,11,{'dirt': 11}
Image__2023-03-02__13-36-04_label0_cls0,15,0,15,0,{}
Image__2023-02-23__14-24-41_label0_cls0,15,0,14,1,{'dirt': 1}
Image__2023-02-27__13-54-16_label0_cls0,15,0,14,1,{'dirt': 1}
Image__2023-02-22__13-49-17_label1_cls0,15,0,14,1,{'dirt': 1}
Image__2023-02-28__14-03-25_label1_cls0,15,0,13,2,{'dirt': 2}
Image__2023-03-13__13-02-19_label0_cls0,15,0,14,1,{'dirt': 1}
Image__2023-12-26__13-03-09_label1_cls0,15,0,15,0,{}
Image__2023-03-14__14-16-12_label0_cls0,15,0,12,3,{'dirt': 3}
Image__2023-03-01__13-36-45_label0_cls0,15,0,15,0,{}
Image__2024-03-28__13-32-48_label0_cls0,15,0,15,0,{}
Image__2023-03-02__14-22-08_label0_cls0,15,0,15,0,{}
Image__2024-05-18__13-16-43_label0_cls0,15,0,15,0,{}
Image__2023-03-10__13-51-23_label0_cls0,15,0,13,2,{'dirt': 2}
Image__2023-03-13__12-58-07_label2_cls0,15,0,10,5,{'dirt': 5}
Image__2024-04-10__12-21-42_label0_cls0,15,0,15,0,{}
Image__2023-12-13__12-33-36_label0_cls0,15,0,15,0,{}
Image__2023-03-14__14-07-34_label0_cls0,15,0,12,3,{'dirt': 3}
Image__2024-04-11__12-13-27_label0_cls0,15,0,15,0,{}
Image__2024-04-10__12-19-38_label0_cls0,15,0,15,0,{}
Image__2023-03-08__10-24-51_label1_cls0,15,0,15,0,{}
Image__2023-03-02__13-51-11_label0_cls0,15,0,15,0,{}
Image__2024-03-14__12-22-39_label0_cls0,15,0,15,0,{}
Image__2023-03-02__14-24-21_label0_cls0,15,0,15,0,{}
Image__2023-03-01__13-30-29_label0_cls0,15,0,15,0,{}
Image__2023-02-27__14-10-08_label0_cls0,15,0,14,1,{'dirt': 1}
Image__2023-02-27__14-41-22_label0_cls0,15,0,14,1,{'dirt': 1}
Image__2023-03-06__13-46-55_label0_cls0,15,0,15,0,{}
Image__2023-03-02__14-17-13_label0_cls0,15,0,15,0,{}
Image__2023-02-28__13-50-49_label0_cls0,15,0,14,1,{'dirt': 1}
Image__2024-05-16__12-21-27_label0_cls0,15,0,15,0,{}
Image__2023-02-28__14-05-53_label0_cls0,15,0,15,0,{}
Image__2023-03-01__13-21-29_label0_cls0,14,0,14,0,{}
Image__2023-02-27__14-11-51_label1_cls0,14,0,13,1,{'dirt': 1}
Image__2023-03-10__13-42-49_label8_cls0,14,0,3,11,{'dirt': 11}
Image__2023-03-10__13-43-33_label1_cls0,14,0,11,3,{'dirt': 3}
Image__2023-03-15__13-39-06_label1_cls0,14,0,11,3,{'dirt': 3}
Image__2024-01-30__13-14-01_label0_cls0,14,0,14,0,{}
Image__2024-05-23__12-21-37_label0_cls0,14,0,14,0,{}
Image__2023-03-17__13-18-26_label0_cls0,14,0,13,1,{'dirt': 1}
Image__2023-02-22__13-31-22_label0_cls0,14,0,12,2,{'dirt': 2}
Image__2023-03-01__13-29-12_label0_cls0,14,0,14,0,{}
Image__2023-02-27__14-20-59_label0_cls0,14,0,13,1,{'dirt': 1}
Image__2024-05-17__12-18-56_label0_cls0,14,0,14,0,{}
Image__2024-04-11__12-24-33_label0_cls0,14,0,14,0,{}
Image__2023-02-27__13-44-32_label1_cls0,14,0,13,1,{'dirt': 1}
Image__2024-05-17__12-13-27_label0_cls0,14,0,14,0,{}
Image__2023-03-16__13-54-01_label0_cls0,14,0,13,1,{'dirt': 1}
Image__2023-03-08__10-39-48_label0_cls0,14,0,13,1,{'dirt': 1}
Image__2023-03-13__13-01-33_label0_cls0,14,0,13,1,{'dirt': 1}
Image__2023-03-10__13-51-23_label1_cls0,14,0,12,2,{'dirt': 2}
Image__2024-01-30__13-09-42_label0_cls0,14,0,14,0,{}
Image__2023-03-10__13-49-50_label1_cls0,14,0,10,4,{'dirt': 4}
Image__2024-05-21__12-17-17_label0_cls0,14,0,14,0,{}
Image__2024-04-17__12-19-26_label0_cls0,14,0,14,0,{}
Image__2023-02-28__13-54-00_label0_cls0,14,0,13,1,{'dirt': 1}
Image__2023-03-10__13-49-50_label2_cls0,14,0,10,4,{'dirt': 4}
Image__2023-02-28__14-28-50_label0_cls0,14,0,13,1,{'dirt': 1}
Image__2023-03-06__13-56-57_label3_cls0,14,0,14,0,{}
Image__2024-04-16__12-21-28_label0_cls0,14,0,14,0,{}
Image__2023-02-28__13-59-52 - コピー_label0_cls0,14,0,13,1,{'dirt': 1}
Image__2023-03-10__13-49-50_label3_cls0,14,0,10,4,{'dirt': 4}
Image__2023-02-22__14-06-25_label0_cls0,13,0,12,1,{'dirt': 1}
Image__2023-03-06__14-02-28_label0_cls0,13,0,13,0,{}
Image__2024-04-25__13-15-12_label0_cls0,13,0,13,0,{}
Image__2023-03-10__13-39-06_label0_cls0,13,0,12,1,{'dirt': 1}
Image__2023-03-10__13-44-55_label0_cls0,13,0,11,2,{'dirt': 2}
Image__2023-02-22__13-33-58_label0_cls0,13,0,12,1,{'dirt': 1}
Image__2023-01-30__15-31-35_label0_cls0,13,0,12,1,{'dirt': 1}
Image__2023-12-11__12-35-41_label3_cls0,13,0,13,0,{}
Image__2023-03-01__13-30-00_label0_cls0,13,0,13,0,{}
Image__2023-12-16__13-39-01_label0_cls0,13,0,13,0,{}
Image__2024-03-26__13-26-25_label0_cls0,13,0,13,0,{}
Image__2023-03-10__13-43-33_label2_cls0,13,0,10,3,{'dirt': 3}
Image__2024-03-14__12-29-43_label0_cls0,13,0,13,0,{}
Image__2023-02-22__13-26-58_label5_cls0,13,0,11,2,{'dirt': 2}
Image__2024-04-18__12-23-50_label0_cls0,13,0,13,0,{}
Image__2023-03-10__13-28-03_label0_cls0,13,0,13,0,{}
Image__2023-03-14__13-56-55_label0_cls0,13,0,5,8,{'dirt': 8}
Image__2023-02-28__14-22-28_label0_cls0,13,0,13,0,{}
Image__2023-03-06__13-58-48_label0_cls0,13,0,13,0,{}
Image__2023-02-27__13-51-14_label0_cls0,13,0,12,1,{'dirt': 1}
Image__2023-02-24__10-32-45_label0_cls0,13,0,12,1,{'dirt': 1}
Image__2023-02-24__10-38-43_label1_cls0,13,0,12,1,{'dirt': 1}
Image__2023-02-27__14-27-00_label3_cls0,13,0,8,5,{'dirt': 5}
Image__2023-03-13__13-37-55_label0_cls0,13,0,11,2,{'dirt': 2}
Image__2023-03-10__13-42-49_label7_cls0,13,0,2,11,{'dirt': 11}
Image__2023-12-11__12-38-47_label0_cls0,13,0,13,0,{}
Image__2023-03-06__13-16-00_label0_cls0,13,0,13,0,{}
Image__2023-03-10__13-43-33_label0_cls0,13,0,10,3,{'dirt': 3}
Image__2023-12-26__13-04-49_label1_cls0,13,0,13,0,{}
Image__2023-03-08__10-07-30_label1_cls0,13,0,11,2,{'dirt': 2}
Image__2023-12-08__12-53-02_label5_cls0,13,0,13,0,{}
Image__2023-03-01__13-40-15_label0_cls0,13,0,13,0,{}
Image__2023-01-30__15-30-36_label0_cls0,13,0,12,1,{'dirt': 1}
Image__2023-03-14__14-11-04_label0_cls0,13,0,12,1,{'dirt': 1}
Image__2023-12-13__12-34-17_label0_cls0,13,0,13,0,{}
Image__2023-10-30__13-31-46_label0_cls0,13,0,13,0,{}
Image__2023-03-02__13-29-14_label0_cls0,13,0,13,0,{}
Image__2023-03-13__12-35-14_label0_cls0,13,0,12,1,{'dirt': 1}
Image__2024-03-19__12-21-19_label0_cls0,12,0,12,0,{}
Image__2023-03-09__14-38-51_label1_cls0,12,0,12,0,{}
Image__2024-02-28__12-23-31_label0_cls0,12,0,12,0,{}
Image__2023-03-02__14-23-34_label0_cls0,12,0,12,0,{}
Image__2023-03-02__13-52-50_label0_cls0,12,0,12,0,{}
Image__2023-03-08__10-00-18_label1_cls0,12,0,12,0,{}
Image__2024-05-18__13-17-45_label0_cls0,12,0,12,0,{}
Image__2023-03-08__10-00-59_label0_cls0,12,0,12,0,{}
Image__2023-02-22__13-26-58_label4_cls0,12,0,10,2,{'dirt': 2}
Image__2023-03-14__14-07-02_label1_cls0,12,0,9,3,{'dirt': 3}
Image__2023-12-16__13-31-11_label0_cls0,12,0,12,0,{}
Image__2023-03-02__13-28-09_label0_cls0,12,0,12,0,{}
Image__2023-03-06__13-16-00_label3_cls0,12,0,12,0,{}
Image__2024-01-29__13-04-49_label0_cls0,12,0,12,0,{}
Image__2023-02-24__10-33-34_label0_cls0,12,0,11,1,{'dirt': 1}
Image__2023-02-22__13-42-38_label0_cls0,12,0,11,1,{'dirt': 1}
Image__2024-01-09__13-15-40_label2_cls0,12,0,12,0,{}
Image__2024-03-19__12-30-57_label0_cls0,12,0,12,0,{}
Image__2023-02-23__14-31-47_label0_cls0,12,0,11,1,{'dirt': 1}
Image__2023-02-27__14-05-45_label0_cls0,12,0,11,1,{'dirt': 1}
Image__2024-01-09__13-15-40_label1_cls0,12,0,12,0,{}
Image__2023-03-06__13-55-18_label0_cls0,12,0,12,0,{}
Image__2023-02-28__14-01-27_label0_cls0,12,0,11,1,{'dirt': 1}
Image__2023-03-14__14-07-34_label1_cls0,12,0,9,3,{'dirt': 3}
Image__2023-03-14__14-06-05_label1_cls0,12,0,8,4,{'dirt': 4}
Image__2023-03-13__13-26-55_label0_cls0,12,0,11,1,{'dirt': 1}
Image__2023-02-22__13-49-17_label0_cls0,12,0,11,1,{'dirt': 1}
Image__2023-12-08__12-55-22_label1_cls0,12,0,12,0,{}
Image__2023-03-13__13-37-55_label1_cls0,12,0,10,2,{'dirt': 2}
Image__2024-04-16__12-25-51_label0_cls0,12,0,12,0,{}
Image__2023-02-28__14-28-28_label0_cls0,12,0,11,1,{'dirt': 1}
Image__2023-03-06__14-04-33_label0_cls0,12,0,12,0,{}
Image__2023-03-09__14-29-33_label0_cls0,12,0,12,0,{}
Image__2023-02-27__14-27-00_label0_cls0,12,0,9,3,{'dirt': 3}
Image__2023-02-22__13-26-58_label1_cls0,12,0,10,2,{'dirt': 2}
Image__2024-05-21__12-12-18_label0_cls0,12,0,12,0,{}
Image__2023-12-16__13-40-23_label1_cls0,12,0,12,0,{}
Image__2023-03-15__14-16-55_label0_cls0,12,0,11,1,{'dirt': 1}
Image__2023-02-22__14-09-00_label0_cls0,12,0,10,2,{'dirt': 2}
Image__2024-04-19__13-19-50_label0_cls0,12,0,12,0,{}
Image__2023-02-28__13-59-52_label0_cls0,12,0,11,1,{'dirt': 1}
Image__2023-02-27__14-27-36_label0_cls0,12,0,11,1,{'dirt': 1}
Image__2023-03-06__13-56-57_label0_cls0,12,0,12,0,{}
Image__2023-03-06__13-40-49_label2_cls0,12,0,12,0,{}
Image__2024-01-09__13-15-40_label0_cls0,11,0,11,0,{}
Image__2023-03-15__13-34-58_label0_cls0,11,0,10,1,{'dirt': 1}
Image__2024-03-23__12-27-57_label0_cls0,11,0,11,0,{}
Image__2023-03-10__13-48-13_label0_cls0,11,0,8,3,{'dirt': 3}
Image__2024-05-17__12-12-18_label0_cls0,11,0,11,0,{}
Image__2023-12-11__12-35-41_label4_cls0,11,0,11,0,{}
Image__2023-02-22__14-02-07_label1_cls0,11,0,10,1,{'dirt': 1}
Image__2023-02-22__14-06-25_label6_cls0,11,0,10,1,{'dirt': 1}
Image__2023-03-14__14-06-05_label2_cls0,11,0,8,3,{'dirt': 3}
Image__2024-02-28__12-25-34_label0_cls0,11,0,11,0,{}
Image__2023-03-15__14-22-50_label0_cls0,11,0,10,1,{'dirt': 1}
Image__2023-03-01__13-36-45_label1_cls0,11,0,11,0,{}
Image__2023-02-28__14-28-28_label2_cls0,11,0,9,2,{'dirt': 2}
Image__2024-04-11__12-29-46_label0_cls0,11,0,11,0,{}
Image__2023-03-08__10-13-32_label1_cls0,11,0,11,0,{}
Image__2023-02-22__13-55-23_label0_cls0,11,0,10,1,{'dirt': 1}
Image__2023-02-28__14-26-35_label0_cls0,11,0,10,1,{'dirt': 1}
Image__2023-03-13__12-36-41_label0_cls0,11,0,10,1,{'dirt': 1}
Image__2023-03-13__13-12-05_label1_cls0,11,0,8,3,{'dirt': 3}
Image__2023-12-11__12-27-52_label0_cls0,11,0,11,0,{}
Image__2024-05-16__12-28-45_label0_cls0,11,0,11,0,{}
Image__2023-03-06__13-45-24_label0_cls0,11,0,11,0,{}
Image__2023-02-28__14-20-42_label1_cls0,11,0,11,0,{}
Image__2023-03-09__14-38-51_label6_cls0,11,0,7,4,{'dirt': 4}
Image__2024-03-23__12-33-04_label0_cls0,11,0,11,0,{}
Image__2023-02-27__14-08-32_label0_cls0,11,0,9,2,{'dirt': 2}
Image__2023-03-15__13-46-02_label4_cls0,11,0,4,7,{'dirt': 7}
Image__2023-03-08__10-07-30_label2_cls0,11,0,9,2,{'dirt': 2}
Image__2023-03-06__13-38-01_label6_cls0,11,0,11,0,{}
Image__2024-05-17__12-28-20_label0_cls0,11,0,11,0,{}
Image__2024-04-18__12-30-11_label0_cls0,11,0,11,0,{}
Image__2023-03-10__12-49-43_label1_cls0,11,0,10,1,{'dirt': 1}
Image__2023-02-28__14-28-28_label1_cls0,11,0,9,2,{'dirt': 2}
Image__2023-03-08__10-26-40_label5_cls0,11,0,11,0,{}
Image__2024-03-19__12-22-21_label0_cls0,11,0,11,0,{}
Image__2023-02-22__14-09-00_label1_cls0,11,0,9,2,{'dirt': 2}
Image__2023-12-08__12-55-22_label0_cls0,11,0,11,0,{}
Image__2023-02-22__13-31-22_label1_cls0,11,0,9,2,{'dirt': 2}
Image__2023-02-22__13-33-18_label0_cls0,10,0,9,1,{'dirt': 1}
Image__2023-03-06__13-16-00_label4_cls0,10,0,10,0,{}
Image__2023-03-14__13-56-55_label3_cls0,10,0,2,8,{'dirt': 8}
Image__2023-12-16__13-30-23_label13_cls0,10,0,10,0,{}
Image__2024-03-28__13-29-41_label0_cls0,10,0,10,0,{}
Image__2023-03-13__13-05-30_label1_cls0,10,0,8,2,{'dirt': 2}
Image__2023-02-28__14-26-03_label0_cls0,10,0,9,1,{'dirt': 1}
Image__2023-03-17__13-08-08_label0_cls0,10,0,9,1,{'dirt': 1}
Image__2023-02-22__14-06-25_label4_cls0,10,0,9,1,{'dirt': 1}
Image__2024-01-22__12-05-41_label0_cls0,10,0,10,0,{}
Image__2023-02-22__13-31-22_label2_cls0,10,0,8,2,{'dirt': 2}
Image__2023-02-28__14-30-51_label0_cls0,10,0,8,2,{'dirt': 2}
Image__2023-03-14__13-56-55_label7_cls0,10,0,2,8,{'dirt': 8}
Image__2023-03-08__10-02-59_label2_cls0,10,0,7,3,{'dirt': 3}
Image__2023-03-08__10-02-59_label1_cls0,10,0,7,3,{'dirt': 3}
Image__2023-03-17__13-03-01_label0_cls0,10,0,9,1,{'dirt': 1}
Image__2024-04-11__12-15-36_label0_cls0,10,0,10,0,{}
Image__2023-03-02__14-20-07_label1_cls0,10,0,10,0,{}
Image__2023-03-13__13-44-50_label0_cls0,10,0,9,1,{'dirt': 1}
Image__2023-05-24__12-59-25_label0_cls0,10,0,8,2,{'dirt': 2}
Image__2023-12-11__12-28-55_label1_cls0,10,0,10,0,{}
Image__2023-03-08__10-46-14_label0_cls0,10,0,10,0,{}
Image__2023-02-22__13-29-43_label1_cls0,10,0,9,1,{'dirt': 1}
Image__2023-03-01__14-00-49_label1_cls0,10,0,10,0,{}
Image__2023-03-06__13-46-16_label0_cls0,10,0,10,0,{}
Image__2023-03-01__13-27-47_label11_cls0,10,0,10,0,{}
Image__2023-03-16__13-45-40_label0_cls0,10,0,9,1,{'dirt': 1}
Image__2023-02-22__13-47-06_label1_cls0,10,0,9,1,{'dirt': 1}
Image__2023-12-26__13-05-27_label0_cls0,10,0,10,0,{}
Image__2023-05-24__12-46-16_label0_cls0,10,0,9,1,{'dirt': 1}
Image__2023-02-22__13-26-58_label0_cls0,10,0,8,2,{'dirt': 2}
Image__2023-03-14__14-03-05_label2_cls0,10,0,7,3,{'dirt': 3}
Image__2023-03-02__13-36-32_label0_cls0,10,0,10,0,{}
Image__2023-03-09__14-38-51_label0_cls0,10,0,10,0,{}
Image__2023-02-22__13-59-43_label0_cls0,10,0,9,1,{'dirt': 1}
Image__2024-01-22__12-05-41_label1_cls0,10,0,10,0,{}
Image__2023-02-28__14-09-10_label0_cls0,10,0,10,0,{}
Image__2023-03-02__13-27-41_label2_cls0,10,0,10,0,{}
Image__2023-03-13__13-23-51_label0_cls0,10,0,9,1,{'dirt': 1}
Image__2024-01-29__13-05-58_label0_cls0,10,0,10,0,{}
Image__2023-03-16__13-50-32_label1_cls0,10,0,8,2,{'dirt': 2}
Image__2023-01-30__15-29-01_label0_cls0,10,0,9,1,{'dirt': 1}
Image__2024-04-03__13-27-57_label0_cls0,10,0,10,0,{}
Image__2023-03-16__13-41-08_label0_cls0,10,0,8,2,{'dirt': 2}
Image__2023-03-17__13-04-20_label1_cls0,9,0,3,6,{'dirt': 6}
Image__2024-05-18__13-18-11_label0_cls0,9,0,9,0,{}
Image__2023-02-22__13-32-36_label0_cls0,9,0,8,1,{'dirt': 1}
Image__2023-03-08__10-30-14_label1_cls0,9,0,9,0,{}
Image__2023-03-08__10-00-18_label2_cls0,9,0,9,0,{}
Image__2023-03-14__13-56-55_label4_cls0,9,0,1,8,{'dirt': 8}
Image__2023-03-02__14-20-07_label0_cls0,9,0,9,0,{}
Image__2024-01-22__12-11-45_label1_cls0,9,0,9,0,{}
Image__2023-02-22__13-26-58_label3_cls0,9,0,7,2,{'dirt': 2}
Image__2023-02-07__14-38-28_label2_cls0,9,0,8,1,{'dirt': 1}
Image__2023-03-16__13-54-48_label0_cls0,9,0,8,1,{'dirt': 1}
Image__2024-01-30__13-05-54_label2_cls0,9,0,9,0,{}
Image__2023-02-22__13-29-43_label0_cls0,9,0,8,1,{'dirt': 1}
Image__2023-03-10__13-03-42_label0_cls0,9,0,9,0,{}
Image__2024-04-19__13-16-37_label0_cls0,9,0,9,0,{}
Image__2023-03-15__13-48-36_label0_cls0,9,0,8,1,{'dirt': 1}
Image__2023-03-02__14-26-32_label0_cls0,9,0,9,0,{}
Image__2023-02-07__14-38-28_label5_cls0,9,0,6,3,{'dirt': 3}
Image__2024-03-19__12-18-39_label0_cls0,9,0,9,0,{}
Image__2023-12-16__13-39-01_label1_cls0,9,0,9,0,{}
Image__2024-05-23__12-13-44_label0_cls0,9,0,9,0,{}
Image__2023-03-08__10-30-14_label0_cls0,9,0,9,0,{}
Image__2023-02-24__10-38-43_label0_cls0,9,0,8,1,{'dirt': 1}
Image__2023-03-15__13-55-46_label0_cls0,9,0,7,2,{'dirt': 2}
Image__2023-02-22__14-00-25_label0_cls0,9,0,8,1,{'dirt': 1}
Image__2023-02-22__14-06-25_label3_cls0,9,0,8,1,{'dirt': 1}
Image__2024-04-15__12-14-22_label0_cls0,9,0,9,0,{}
Image__2023-03-15__13-30-17_label1_cls0,9,0,7,2,{'dirt': 2}
Image__2023-03-02__14-06-39_label2_cls0,9,0,7,2,{'dirt': 2}
Image__2023-03-02__13-34-43_label0_cls0,9,0,9,0,{}
Image__2023-02-28__14-09-41_label0_cls0,9,0,9,0,{}
Image__2023-05-24__12-42-21_label0_cls0,9,0,5,4,{'dirt': 4}
Image__2023-03-06__14-02-28_label1_cls0,9,0,9,0,{}
Image__2023-03-13__12-48-35_label0_cls0,9,0,8,1,{'dirt': 1}
Image__2023-02-27__14-06-42_label0_cls0,9,0,8,1,{'dirt': 1}
Image__2024-01-09__13-20-53_label0_cls0,9,0,9,0,{}
Image__2024-05-23__12-22-07_label0_cls0,9,0,9,0,{}
Image__2023-12-27__13-11-42_label0_cls0,9,0,9,0,{}
Image__2024-03-16__13-52-08_label0_cls0,9,0,9,0,{}
Image__2023-02-28__14-21-07_label0_cls0,9,0,9,0,{}
Image__2023-02-07__14-45-01_label0_cls0,9,0,8,1,{'dirt': 1}
Image__2023-02-22__13-42-05_label0_cls0,9,0,6,3,{'dirt': 3}
Image__2023-02-27__14-19-56_label0_cls0,9,0,8,1,{'dirt': 1}
Image__2023-03-01__13-49-53_label0_cls0,9,0,9,0,{}
Image__2023-03-02__14-09-03_label0_cls0,9,0,8,1,{'dirt': 1}
Image__2023-12-08__12-55-22_label2_cls0,9,0,9,0,{}
Image__2023-03-15__13-31-05_label1_cls0,9,0,7,2,{'dirt': 2}
Image__2024-04-06__12-40-06_label0_cls0,9,0,9,0,{}
Image__2023-02-22__13-34-22_label0_cls0,9,0,8,1,{'dirt': 1}
Image__2023-02-27__14-09-44_label0_cls0,9,0,8,1,{'dirt': 1}
Image__2023-03-13__13-06-13_label0_cls0,9,0,8,1,{'dirt': 1}
Image__2023-03-14__13-56-55_label1_cls0,9,0,1,8,{'dirt': 8}
Image__2024-04-03__13-30-51_label0_cls0,9,0,9,0,{}
Image__2023-02-28__14-25-32_label0_cls0,9,0,9,0,{}
Image__2023-03-08__10-23-45_label0_cls0,8,0,8,0,{}
Image__2024-03-19__12-37-08_label0_cls0,8,0,8,0,{}
Image__2023-03-15__14-10-23_label0_cls0,8,0,7,1,{'dirt': 1}
Image__2024-04-17__12-24-47_label0_cls0,8,0,8,0,{}
Image__2023-02-22__13-26-58_label2_cls0,8,0,6,2,{'dirt': 2}
Image__2023-12-13__12-24-49_label0_cls0,8,0,8,0,{}
Image__2023-03-09__14-38-51_label5_cls0,8,0,3,5,{'dirt': 5}
Image__2023-03-01__13-15-44_label0_cls0,8,0,8,0,{}
Image__2023-02-27__14-01-09_label0_cls0,8,0,7,1,{'dirt': 1}
Image__2023-03-15__14-26-08_label0_cls0,8,0,7,1,{'dirt': 1}
Image__2024-04-10__12-25-14_label0_cls0,8,0,8,0,{}
Image__2023-03-14__13-56-55_label2_cls0,8,0,0,8,{'dirt': 8}
Image__2024-04-11__12-11-12_label0_cls0,8,0,8,0,{}
Image__2024-05-14__12-20-51_label0_cls0,8,0,8,0,{}
Image__2023-03-09__14-43-53_label0_cls0,8,0,6,2,{'dirt': 2}
Image__2024-03-14__12-32-10_label0_cls0,8,0,8,0,{}
Image__2023-03-02__13-30-17_label1_cls0,8,0,8,0,{}
Image__2023-02-23__14-33-16_label4_cls0,8,0,5,3,{'dirt': 3}
Image__2023-03-14__14-16-12_label1_cls0,8,0,5,3,{'dirt': 3}
Image__2023-01-30__15-24-12_label0_cls0,8,0,7,1,{'dirt': 1}
Image__2023-02-28__14-02-53_label1_cls0,8,0,6,2,{'dirt': 2}
Image__2023-12-11__12-38-47_label1_cls0,8,0,8,0,{}
Image__2023-03-10__13-52-24_label0_cls0,8,0,6,2,{'dirt': 2}
Image__2023-03-14__14-13-31_label0_cls0,8,0,5,3,{'dirt': 3}
Image__2023-03-09__14-54-11_label0_cls0,8,0,5,3,{'dirt': 3}
Image__2023-03-16__13-50-32_label0_cls0,8,0,6,2,{'dirt': 2}
Image__2023-02-27__13-49-11_label2_cls0,8,0,7,1,{'dirt': 1}
Image__2023-03-09__14-38-51_label7_cls0,8,0,7,1,{'dirt': 1}
Image__2023-03-08__10-02-59_label3_cls0,8,0,5,3,{'dirt': 3}
Image__2024-02-26__12-42-07_label0_cls0,8,0,8,0,{}
Image__2023-03-14__14-07-02_label2_cls0,8,0,5,3,{'dirt': 3}
Image__2023-03-14__14-03-05_label1_cls0,8,0,5,3,{'dirt': 3}
Image__2023-02-22__13-58-11_label0_cls0,8,0,7,1,{'dirt': 1}
Image__2023-03-06__14-04-33_label1_cls0,8,0,8,0,{}
Image__2023-02-28__14-05-53_label1_cls0,8,0,8,0,{}
Image__2023-03-08__10-13-56_label1_cls0,8,0,8,0,{}
Image__2024-01-30__13-08-09_label1_cls0,8,0,8,0,{}
Image__2023-03-08__10-11-43_label0_cls0,8,0,8,0,{}
Image__2023-03-06__13-44-26_label1_cls0,8,0,8,0,{}
Image__2023-02-07__14-38-28_label3_cls0,8,0,7,1,{'dirt': 1}
Image__2023-02-07__14-38-28_label4_cls0,8,0,6,2,{'dirt': 2}
Image__2024-01-30__13-13-29_label0_cls0,8,0,8,0,{}
Image__2023-02-27__13-49-11_label3_cls0,8,0,7,1,{'dirt': 1}
Image__2023-03-09__14-38-51_label4_cls0,8,0,3,5,{'dirt': 5}
Image__2024-04-10__12-19-04_label0_cls0,8,0,8,0,{}
Image__2023-01-30__15-28-20_label0_cls0,8,0,7,1,{'dirt': 1}
Image__2023-02-27__13-49-11_label1_cls0,8,0,7,1,{'dirt': 1}
Image__2023-03-08__10-02-59_label0_cls0,8,0,5,3,{'dirt': 3}
Image__2024-04-17__12-28-33_label0_cls0,8,0,8,0,{}
Image__2023-03-01__13-35-14_label1_cls0,8,0,8,0,{}
Image__2023-03-14__13-56-55_label6_cls0,8,0,0,8,{'dirt': 8}
Image__2023-12-13__12-22-35_label0_cls0,8,0,8,0,{}
Image__2023-12-16__13-30-23_label12_cls0,8,0,8,0,{}
Image__2023-03-14__13-56-55_label5_cls0,8,0,0,8,{'dirt': 8}
Image__2023-03-13__13-28-06_label2_cls0,8,0,7,1,{'dirt': 1}
Image__2023-02-28__14-20-42_label0_cls0,8,0,8,0,{}
Image__2023-03-02__13-33-01_label0_cls0,7,0,7,0,{}
Image__2023-03-08__10-13-56_label0_cls0,7,0,7,0,{}
Image__2023-03-16__13-56-18_label0_cls0,7,0,5,2,{'dirt': 2}
Image__2023-03-15__14-09-37_label0_cls0,7,0,6,1,{'dirt': 1}
Image__2023-03-16__13-46-36_label1_cls0,7,0,0,7,{'dirt': 7}
Image__2023-03-08__10-23-18_label1_cls0,7,0,7,0,{}
Image__2023-03-01__13-31-19_label0_cls0,7,0,7,0,{}
Image__2023-03-08__10-22-50_label0_cls0,7,0,7,0,{}
Image__2023-02-28__14-00-27_label0_cls0,7,0,6,1,{'dirt': 1}
Image__2023-03-06__13-40-49_label5_cls0,7,0,7,0,{}
Image__2023-03-01__13-44-13_label0_cls0,7,0,7,0,{}
Image__2023-03-08__10-44-40_label0_cls0,7,0,7,0,{}
Image__2024-04-09__12-11-19_label0_cls0,7,0,7,0,{}
Image__2023-02-23__14-13-11_label0_cls0,7,0,5,2,{'dirt': 2}
Image__2023-03-06__13-57-47_label0_cls0,7,0,7,0,{}
Image__2023-02-23__14-24-16_label0_cls0,7,0,6,1,{'dirt': 1}
